,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
7531,2.0,7.37725095282e-312,7.377250953214e-312,7.37725095361e-312,7.377250954004e-312,7.3772509544e-312,7.377250954795e-312,7.37725095519e-312,7.377250955585e-312,7.37725095598e-312
7532,2.0,7.37725095677e-312,7.377250957166e-312,7.37725095756e-312,7.377250957957e-312,7.37725095835e-312,7.377250958747e-312,7.377250959143e-312,7.37725095954e-312,7.377250959933e-312
7533,2.0,7.377250960724e-312,7.37725096112e-312,7.377250961514e-312,7.37725096191e-312,7.377250962305e-312,7.3772509627e-312,7.377250963095e-312,7.37725096349e-312,7.377250963886e-312
7534,2.0,7.377250964676e-312,7.37725096507e-312,7.377250965467e-312,7.37725096586e-312,7.377250966257e-312,7.377250966652e-312,7.37725096705e-312,7.377250967443e-312,7.37725096784e-312
7535,2.0,7.37725096863e-312,7.377250969024e-312,7.37725096942e-312,7.377250969815e-312,7.37725097021e-312,7.377250970605e-312,7.377250971e-312,7.377250971396e-312,7.37725097179e-312
7536,2.0,7.37725097258e-312,7.377250972977e-312,7.37725097337e-312,7.377250973767e-312,7.37725097416e-312,7.37725097456e-312,7.377250974953e-312,7.37725097535e-312,7.377250975743e-312
7537,2.0,7.377250976534e-312,7.37725097693e-312,7.377250977324e-312,7.37725097772e-312,7.377250978115e-312,7.37725097851e-312,7.377250978905e-312,7.3772509793e-312,7.377250979696e-312
7538,2.0,7.377250980486e-312,7.37725098088e-312,7.377250981277e-312,7.37725098167e-312,7.377250982067e-312,7.377250982463e-312,7.37725098286e-312,7.377250983253e-312,7.37725098365e-312
7539,2.0,7.37725098444e-312,7.377250984834e-312,7.37725098523e-312,7.377250985625e-312,7.37725098602e-312,7.377250986415e-312,7.37725098681e-312,7.377250987206e-312,7.3772509876e-312
7540,2.0,7.37725098839e-312,7.377250988787e-312,7.37725098918e-312,7.377250989577e-312,7.37725098997e-312,7.37725099037e-312,7.377250990763e-312,7.37725099116e-312,7.377250991553e-312
7541,2.0,7.37725099266e-312,7.377250993055e-312,7.37725099345e-312,7.377250993846e-312,7.37725099424e-312,7.377250994636e-312,7.37725099503e-312,7.377250995427e-312,7.37725099582e-312
7542,2.0,7.377250996613e-312,7.37725099701e-312,7.377250997403e-312,7.3772509978e-312,7.377250998194e-312,7.37725099859e-312,7.377250998984e-312,7.37725099938e-312,7.377250999775e-312
7543,2.0,7.377251000565e-312,7.37725100096e-312,7.377251001356e-312,7.37725100175e-312,7.377251002146e-312,7.37725100254e-312,7.377251002937e-312,7.37725100333e-312,7.377251003727e-312
7544,2.0,7.37725100452e-312,7.377251004913e-312,7.37725100531e-312,7.377251005703e-312,7.3772510061e-312,7.377251006494e-312,7.37725100689e-312,7.377251007284e-312,7.37725100768e-312
7545,2.0,7.37725100847e-312,7.377251008865e-312,7.37725100926e-312,7.377251009656e-312,7.37725101005e-312,7.377251010446e-312,7.37725101084e-312,7.377251011237e-312,7.37725101163e-312
7546,2.0,7.377251012423e-312,7.37725101282e-312,7.377251013213e-312,7.37725101361e-312,7.377251014004e-312,7.3772510144e-312,7.377251014794e-312,7.37725101519e-312,7.377251015585e-312
7547,2.0,7.377251016375e-312,7.37725101677e-312,7.377251017166e-312,7.37725101756e-312,7.377251017956e-312,7.37725101835e-312,7.377251018747e-312,7.37725101914e-312,7.377251019537e-312
7548,2.0,7.37725102033e-312,7.377251020723e-312,7.37725102112e-312,7.377251021514e-312,7.37725102191e-312,7.377251022304e-312,7.3772510227e-312,7.377251023095e-312,7.37725102349e-312
7549,2.0,7.37725102428e-312,7.377251024676e-312,7.37725102507e-312,7.377251025466e-312,7.37725102586e-312,7.377251026257e-312,7.37725102665e-312,7.377251027047e-312,7.37725102744e-312
7550,2.0,7.377251028233e-312,7.37725102863e-312,7.377251029023e-312,7.37725102942e-312,7.377251029814e-312,7.37725103021e-312,7.377251030604e-312,7.377251031e-312,7.377251031395e-312
7551,2.0,7.377251032185e-312,7.37725103258e-312,7.377251032976e-312,7.37725103337e-312,7.377251033766e-312,7.37725103416e-312,7.377251034557e-312,7.37725103495e-312,7.377251035347e-312
7552,2.0,7.37725103614e-312,7.377251036533e-312,7.37725103693e-312,7.377251037324e-312,7.37725103772e-312,7.377251038114e-312,7.37725103851e-312,7.377251038905e-312,7.3772510393e-312
7553,2.0,7.37725104009e-312,7.377251040486e-312,7.37725104088e-312,7.377251041276e-312,7.37725104167e-312,7.377251042067e-312,7.37725104246e-312,7.377251042857e-312,7.37725104325e-312
7554,2.0,7.377251044043e-312,7.37725104444e-312,7.377251044833e-312,7.37725104523e-312,7.377251045624e-312,7.37725104602e-312,7.377251046414e-312,7.37725104681e-312,7.377251047205e-312
7555,2.0,7.377251047995e-312,7.37725104839e-312,7.377251048786e-312,7.37725104918e-312,7.377251049576e-312,7.37725104997e-312,7.377251050367e-312,7.37725105076e-312,7.377251051157e-312
7556,2.0,7.37725105195e-312,7.377251052343e-312,7.37725105274e-312,7.377251053134e-312,7.37725105353e-312,7.377251053924e-312,7.37725105432e-312,7.377251054715e-312,7.37725105511e-312
7557,2.0,7.3772510559e-312,7.377251056296e-312,7.37725105669e-312,7.377251057086e-312,7.37725105748e-312,7.377251057877e-312,7.37725105827e-312,7.377251058667e-312,7.377251059063e-312
7558,2.0,7.377251059853e-312,7.37725106025e-312,7.377251060644e-312,7.37725106104e-312,7.377251061434e-312,7.37725106183e-312,7.377251062225e-312,7.37725106262e-312,7.377251063015e-312
7559,2.0,7.377251063806e-312,7.3772510642e-312,7.377251064596e-312,7.37725106499e-312,7.377251065387e-312,7.37725106578e-312,7.377251066177e-312,7.37725106657e-312,7.37725106697e-312
7560,2.0,7.37725106776e-312,7.377251068153e-312,7.37725106855e-312,7.377251068944e-312,7.37725106934e-312,7.377251069734e-312,7.37725107013e-312,7.377251070525e-312,7.37725107092e-312
7561,2.0,7.37725107171e-312,7.377251072106e-312,7.3772510725e-312,7.377251073213e-312,7.37725107361e-312,7.377251074003e-312,7.3772510744e-312,7.377251074794e-312,7.37725107519e-312
7562,2.0,7.37725107598e-312,7.377251076375e-312,7.37725107677e-312,7.377251077165e-312,7.37725107756e-312,7.377251077956e-312,7.37725107835e-312,7.377251078746e-312,7.37725107914e-312
7563,2.0,7.37725107993e-312,7.377251080327e-312,7.37725108072e-312,7.37725108112e-312,7.377251081513e-312,7.37725108191e-312,7.377251082303e-312,7.3772510827e-312,7.377251083094e-312
7564,2.0,7.377251083884e-312,7.37725108428e-312,7.377251084675e-312,7.37725108507e-312,7.377251085465e-312,7.37725108586e-312,7.377251086256e-312,7.37725108665e-312,7.377251087046e-312
7565,2.0,7.377251087837e-312,7.37725108823e-312,7.377251088627e-312,7.377251089023e-312,7.37725108942e-312,7.377251089813e-312,7.37725109021e-312,7.377251090604e-312,7.377251091e-312
7566,2.0,7.37725109179e-312,7.377251092185e-312,7.37725109258e-312,7.377251092975e-312,7.37725109337e-312,7.377251093766e-312,7.37725109416e-312,7.377251094556e-312,7.37725109495e-312
7567,2.0,7.37725109574e-312,7.377251096137e-312,7.37725109653e-312,7.37725109693e-312,7.377251097323e-312,7.37725109772e-312,7.377251098113e-312,7.37725109851e-312,7.377251098904e-312
7568,2.0,7.377251099694e-312,7.37725110009e-312,7.377251100485e-312,7.37725110088e-312,7.377251101276e-312,7.37725110167e-312,7.377251102066e-312,7.37725110246e-312,7.377251102857e-312
7569,2.0,7.377251103647e-312,7.37725110404e-312,7.377251104438e-312,7.377251104833e-312,7.37725110523e-312,7.377251105623e-312,7.37725110602e-312,7.377251106414e-312,7.37725110681e-312
7570,2.0,7.3772511076e-312,7.377251107995e-312,7.37725110839e-312,7.377251108785e-312,7.37725110918e-312,7.377251109576e-312,7.37725110997e-312,7.377251110366e-312,7.37725111076e-312
7571,2.0,7.37725111155e-312,7.377251111947e-312,7.377251112343e-312,7.37725111274e-312,7.377251113133e-312,7.37725111353e-312,7.377251113924e-312,7.37725111432e-312,7.377251114714e-312
7572,2.0,7.377251115505e-312,7.3772511159e-312,7.377251116295e-312,7.37725111669e-312,7.377251117086e-312,7.37725111748e-312,7.377251117876e-312,7.37725111827e-312,7.377251118667e-312
7573,2.0,7.377251119457e-312,7.37725111985e-312,7.37725112025e-312,7.377251120643e-312,7.37725112104e-312,7.377251121433e-312,7.37725112183e-312,7.377251122224e-312,7.37725112262e-312
7574,2.0,7.37725112341e-312,7.377251123805e-312,7.3772511242e-312,7.377251124595e-312,7.37725112499e-312,7.377251125386e-312,7.37725112578e-312,7.377251126176e-312,7.37725112657e-312
7575,2.0,7.37725112736e-312,7.377251127757e-312,7.377251128153e-312,7.37725112855e-312,7.377251128943e-312,7.37725112934e-312,7.377251129734e-312,7.37725113013e-312,7.377251130524e-312
7576,2.0,7.377251131315e-312,7.37725113171e-312,7.377251132105e-312,7.3772511325e-312,7.377251132896e-312,7.37725113329e-312,7.377251133686e-312,7.37725113408e-312,7.377251134477e-312
7577,2.0,7.377251135267e-312,7.37725113566e-312,7.37725113606e-312,7.377251136453e-312,7.37725113685e-312,7.377251137243e-312,7.37725113764e-312,7.377251138034e-312,7.37725113843e-312
7578,2.0,7.37725113922e-312,7.377251139615e-312,7.37725114001e-312,7.377251140405e-312,7.3772511408e-312,7.377251141196e-312,7.37725114159e-312,7.377251141987e-312,7.37725114238e-312
7579,2.0,7.37725114317e-312,7.377251143568e-312,7.377251143963e-312,7.37725114436e-312,7.377251144753e-312,7.37725114515e-312,7.377251145544e-312,7.37725114594e-312,7.377251146334e-312
7580,2.0,7.377251147125e-312,7.37725114752e-312,7.377251147915e-312,7.37725114831e-312,7.377251148706e-312,7.3772511491e-312,7.377251149496e-312,7.37725114989e-312,7.377251150287e-312
7581,2.0,7.377251151077e-312,7.377251151473e-312,7.37725115187e-312,7.377251152263e-312,7.37725115266e-312,7.377251153054e-312,7.37725115345e-312,7.37725115416e-312,7.377251154556e-312
7582,2.0,7.377251155346e-312,7.37725115574e-312,7.377251156137e-312,7.37725115653e-312,7.377251156927e-312,7.37725115732e-312,7.37725115772e-312,7.377251158113e-312,7.37725115851e-312
7583,2.0,7.3772511593e-312,7.377251159694e-312,7.37725116009e-312,7.377251160484e-312,7.37725116088e-312,7.377251161275e-312,7.37725116167e-312,7.377251162065e-312,7.37725116246e-312
7584,2.0,7.37725116325e-312,7.377251163646e-312,7.37725116404e-312,7.377251164437e-312,7.37725116483e-312,7.377251165227e-312,7.377251165623e-312,7.37725116602e-312,7.377251166413e-312
7585,2.0,7.377251167204e-312,7.3772511676e-312,7.377251167994e-312,7.37725116839e-312,7.377251168785e-312,7.37725116918e-312,7.377251169575e-312,7.37725116997e-312,7.377251170366e-312
7586,2.0,7.377251171156e-312,7.37725117155e-312,7.377251171947e-312,7.37725117234e-312,7.377251172737e-312,7.37725117313e-312,7.37725117353e-312,7.377251173923e-312,7.37725117432e-312
7587,2.0,7.37725117511e-312,7.377251175504e-312,7.3772511759e-312,7.377251176294e-312,7.37725117669e-312,7.377251177085e-312,7.37725117748e-312,7.377251177875e-312,7.37725117827e-312
7588,2.0,7.37725117906e-312,7.377251179456e-312,7.37725117985e-312,7.377251180247e-312,7.37725118064e-312,7.377251181037e-312,7.377251181433e-312,7.37725118183e-312,7.377251182223e-312
7589,2.0,7.377251183014e-312,7.37725118341e-312,7.377251183804e-312,7.3772511842e-312,7.377251184595e-312,7.37725118499e-312,7.377251185385e-312,7.37725118578e-312,7.377251186176e-312
7590,2.0,7.377251186966e-312,7.37725118736e-312,7.377251187757e-312,7.37725118815e-312,7.377251188547e-312,7.377251188943e-312,7.37725118934e-312,7.377251189733e-312,7.37725119013e-312
7591,2.0,7.37725119092e-312,7.377251191314e-312,7.37725119171e-312,7.377251192105e-312,7.3772511925e-312,7.377251192895e-312,7.37725119329e-312,7.377251193686e-312,7.37725119408e-312
7592,2.0,7.37725119487e-312,7.377251195267e-312,7.37725119566e-312,7.377251196057e-312,7.37725119645e-312,7.37725119685e-312,7.377251197243e-312,7.37725119764e-312,7.377251198033e-312
7593,2.0,7.377251198824e-312,7.37725119922e-312,7.377251199614e-312,7.37725120001e-312,7.377251200405e-312,7.3772512008e-312,7.377251201195e-312,7.37725120159e-312,7.377251201986e-312
7594,2.0,7.377251202776e-312,7.37725120317e-312,7.377251203567e-312,7.37725120396e-312,7.377251204357e-312,7.377251204753e-312,7.37725120515e-312,7.377251205543e-312,7.37725120594e-312
7595,2.0,7.37725120673e-312,7.377251207124e-312,7.37725120752e-312,7.377251207915e-312,7.37725120831e-312,7.377251208705e-312,7.3772512091e-312,7.377251209496e-312,7.37725120989e-312
7596,2.0,7.37725121068e-312,7.377251211077e-312,7.37725121147e-312,7.377251211867e-312,7.37725121226e-312,7.37725121266e-312,7.377251213053e-312,7.37725121345e-312,7.377251213843e-312
7597,2.0,7.377251214634e-312,7.37725121503e-312,7.377251215424e-312,7.37725121582e-312,7.377251216215e-312,7.37725121661e-312,7.377251217005e-312,7.3772512174e-312,7.377251217796e-312
7598,2.0,7.377251218586e-312,7.37725121898e-312,7.377251219377e-312,7.37725121977e-312,7.377251220167e-312,7.377251220563e-312,7.37725122096e-312,7.377251221353e-312,7.37725122175e-312
7599,2.0,7.37725122254e-312,7.377251222934e-312,7.37725122333e-312,7.377251223725e-312,7.37725122412e-312,7.377251224515e-312,7.37725122491e-312,7.377251225306e-312,7.3772512257e-312
7600,2.0,7.37725122649e-312,7.377251226887e-312,7.37725122728e-312,7.377251227677e-312,7.377251228073e-312,7.37725122847e-312,7.377251228863e-312,7.37725122926e-312,7.377251229654e-312
7601,2.0,7.377251230444e-312,7.37725123084e-312,7.377251231235e-312,7.37725123163e-312,7.377251232025e-312,7.37725123242e-312,7.377251232816e-312,7.37725123321e-312,7.377251233606e-312
7602,2.0,7.377251234397e-312,7.37725123511e-312,7.377251235503e-312,7.3772512359e-312,7.377251236294e-312,7.37725123669e-312,7.377251237084e-312,7.37725123748e-312,7.377251237875e-312
7603,2.0,7.377251238665e-312,7.37725123906e-312,7.377251239456e-312,7.37725123985e-312,7.377251240246e-312,7.37725124064e-312,7.377251241037e-312,7.37725124143e-312,7.377251241827e-312
7604,2.0,7.37725124262e-312,7.377251243013e-312,7.37725124341e-312,7.377251243804e-312,7.3772512442e-312,7.377251244594e-312,7.37725124499e-312,7.377251245385e-312,7.37725124578e-312
7605,2.0,7.37725124657e-312,7.377251246966e-312,7.37725124736e-312,7.377251247756e-312,7.37725124815e-312,7.377251248547e-312,7.37725124894e-312,7.377251249337e-312,7.37725124973e-312
7606,2.0,7.377251250523e-312,7.37725125092e-312,7.377251251313e-312,7.37725125171e-312,7.377251252104e-312,7.3772512525e-312,7.377251252894e-312,7.37725125329e-312,7.377251253685e-312
7607,2.0,7.377251254475e-312,7.37725125487e-312,7.377251255266e-312,7.37725125566e-312,7.377251256056e-312,7.37725125645e-312,7.377251256847e-312,7.37725125724e-312,7.377251257637e-312
7608,2.0,7.37725125843e-312,7.377251258823e-312,7.37725125922e-312,7.377251259614e-312,7.37725126001e-312,7.377251260404e-312,7.3772512608e-312,7.377251261195e-312,7.37725126159e-312
7609,2.0,7.377248904383e-312,7.37725126238e-312,7.377251262776e-312,7.37725126317e-312,7.377251263566e-312,7.37725126396e-312,7.377251264357e-312,7.37725126475e-312,7.377251265147e-312
7610,2.0,7.37725126594e-312,7.377251266333e-312,7.37725126673e-312,7.377251267123e-312,7.37725126752e-312,7.377251267914e-312,7.37725126831e-312,7.377251268704e-312,7.3772512691e-312
7611,2.0,7.37725126989e-312,7.377251270285e-312,7.37725127068e-312,7.377251271076e-312,7.37725127147e-312,7.377251271866e-312,7.37725127226e-312,7.377251272657e-312,7.37725127305e-312
7612,2.0,7.377251273843e-312,7.37725127424e-312,7.377251274633e-312,7.37725127503e-312,7.377251275424e-312,7.37725127582e-312,7.377251276214e-312,7.37725127661e-312,7.377251277005e-312
7613,2.0,7.377251277795e-312,7.37725127819e-312,7.377251278586e-312,7.37725127898e-312,7.377251279376e-312,7.37725127977e-312,7.377251280167e-312,7.37725128056e-312,7.377251280957e-312
7614,2.0,7.37725128175e-312,7.377251282143e-312,7.37725128254e-312,7.377251282934e-312,7.37725128333e-312,7.377251283724e-312,7.37725128412e-312,7.377251284515e-312,7.37725128491e-312
7615,2.0,7.3772512857e-312,7.377251286096e-312,7.37725128649e-312,7.377251286886e-312,7.37725128728e-312,7.377251287677e-312,7.37725128807e-312,7.377251288467e-312,7.37725128886e-312
7616,2.0,7.377251289653e-312,7.37725129005e-312,7.377251290443e-312,7.37725129084e-312,7.377251291234e-312,7.37725129163e-312,7.377251292024e-312,7.37725129242e-312,7.377251292815e-312
7617,2.0,7.377251293605e-312,7.377251294e-312,7.377251294396e-312,7.37725129479e-312,7.377251295186e-312,7.37725129558e-312,7.377251295977e-312,7.37725129637e-312,7.377251296767e-312
7618,2.0,7.37725129756e-312,7.377251297953e-312,7.37725129835e-312,7.377251298744e-312,7.37725129914e-312,7.377251299534e-312,7.37725129993e-312,7.377251300325e-312,7.37725130072e-312
7619,2.0,7.37725130151e-312,7.377251301906e-312,7.3772513023e-312,7.377251302696e-312,7.37725130309e-312,7.377251303487e-312,7.37725130388e-312,7.377251304277e-312,7.37725130467e-312
7620,2.0,7.377251305463e-312,7.37725130586e-312,7.377251306253e-312,7.37725130665e-312,7.377251307044e-312,7.37725130744e-312,7.377251307834e-312,7.37725130823e-312,7.377251308625e-312
7621,2.0,7.377251309415e-312,7.37725130981e-312,7.377251310206e-312,7.3772513106e-312,7.377251310996e-312,7.37725131139e-312,7.377251311787e-312,7.37725131218e-312,7.377251312577e-312
7622,2.0,7.37725131337e-312,7.377251313763e-312,7.37725131416e-312,7.377251314554e-312,7.37725131495e-312,7.377251315344e-312,7.377251316056e-312,7.37725131645e-312,7.377251316846e-312
7623,2.0,7.377251317637e-312,7.37725131803e-312,7.377251318427e-312,7.377251318822e-312,7.37725131922e-312,7.377251319613e-312,7.37725132001e-312,7.377251320403e-312,7.3772513208e-312
7624,2.0,7.37725132159e-312,7.377251321985e-312,7.37725132238e-312,7.377251322775e-312,7.37725132317e-312,7.377251323566e-312,7.37725132396e-312,7.377251324356e-312,7.37725132475e-312
7625,2.0,7.37725132554e-312,7.377251325937e-312,7.37725132633e-312,7.37725132673e-312,7.377251327123e-312,7.37725132752e-312,7.377251327913e-312,7.37725132831e-312,7.377251328704e-312
7626,2.0,7.377251329494e-312,7.37725132989e-312,7.377251330285e-312,7.37725133068e-312,7.377251331075e-312,7.37725133147e-312,7.377251331866e-312,7.37725133226e-312,7.377251332656e-312
7627,2.0,7.377251333447e-312,7.37725133384e-312,7.377251334237e-312,7.377251334633e-312,7.37725133503e-312,7.377251335423e-312,7.37725133582e-312,7.377251336214e-312,7.37725133661e-312
7628,2.0,7.3772513374e-312,7.377251337795e-312,7.37725133819e-312,7.377251338585e-312,7.37725133898e-312,7.377251339376e-312,7.37725133977e-312,7.377251340166e-312,7.37725134056e-312
7629,2.0,7.37725134135e-312,7.377251341747e-312,7.37725134214e-312,7.37725134254e-312,7.377251342933e-312,7.37725134333e-312,7.377251343723e-312,7.37725134412e-312,7.377251344514e-312
7630,2.0,7.377251345304e-312,7.3772513457e-312,7.377251346095e-312,7.37725134649e-312,7.377251346885e-312,7.37725134728e-312,7.377251347676e-312,7.37725134807e-312,7.377251348466e-312
7631,2.0,7.377251349257e-312,7.37725134965e-312,7.377251350047e-312,7.377251350443e-312,7.37725135084e-312,7.377251351233e-312,7.37725135163e-312,7.377251352024e-312,7.37725135242e-312
7632,2.0,7.37725135321e-312,7.377251353605e-312,7.377251354e-312,7.377251354395e-312,7.37725135479e-312,7.377251355186e-312,7.37725135558e-312,7.377251355976e-312,7.37725135637e-312
7633,2.0,7.37725135716e-312,7.377251357557e-312,7.377251357952e-312,7.37725135835e-312,7.377251358743e-312,7.37725135914e-312,7.377251359533e-312,7.37725135993e-312,7.377251360324e-312
7634,2.0,7.377251361115e-312,7.37725136151e-312,7.377251361905e-312,7.3772513623e-312,7.377251362696e-312,7.37725136309e-312,7.377251363486e-312,7.37725136388e-312,7.377251364277e-312
7635,2.0,7.377251365067e-312,7.37725136546e-312,7.37725136586e-312,7.377251366253e-312,7.37725136665e-312,7.377251367043e-312,7.37725136744e-312,7.377251367834e-312,7.37725136823e-312
7636,2.0,7.37725136902e-312,7.377251369415e-312,7.37725136981e-312,7.377251370205e-312,7.3772513706e-312,7.377251370996e-312,7.37725137139e-312,7.377251371786e-312,7.37725137218e-312
7637,2.0,7.37725137297e-312,7.377251373367e-312,7.377251373763e-312,7.37725137416e-312,7.377251374553e-312,7.37725137495e-312,7.377251375344e-312,7.37725137574e-312,7.377251376134e-312
7638,2.0,7.377251376925e-312,7.37725137732e-312,7.377251377715e-312,7.37725137811e-312,7.377251378506e-312,7.3772513789e-312,7.377251379296e-312,7.37725137969e-312,7.377251380087e-312
7639,2.0,7.377251380877e-312,7.37725138127e-312,7.37725138167e-312,7.377251382063e-312,7.37725138246e-312,7.377251382853e-312,7.37725138325e-312,7.377251383644e-312,7.37725138404e-312
7640,2.0,7.37725138483e-312,7.377251385225e-312,7.37725138562e-312,7.377251386015e-312,7.37725138641e-312,7.377251386806e-312,7.3772513872e-312,7.377251387596e-312,7.37725138799e-312
7641,2.0,7.37725138878e-312,7.377251389177e-312,7.377251389573e-312,7.37725138997e-312,7.377251390363e-312,7.37725139076e-312,7.377251391154e-312,7.37725139155e-312,7.377251391944e-312
7642,2.0,7.377251392735e-312,7.37725139313e-312,7.377251393525e-312,7.37725139392e-312,7.377251394316e-312,7.37725139471e-312,7.377251395106e-312,7.3772513955e-312,7.377251395897e-312
7643,2.0,7.377251397003e-312,7.3772513974e-312,7.377251397794e-312,7.37725139819e-312,7.377251398584e-312,7.37725139898e-312,7.377251399375e-312,7.37725139977e-312,7.377251400165e-312
7644,2.0,7.377251400956e-312,7.37725140135e-312,7.377251401746e-312,7.37725140214e-312,7.377251402537e-312,7.37725140293e-312,7.377251403327e-312,7.377251403723e-312,7.37725140412e-312
7645,2.0,7.37725140491e-312,7.377251405304e-312,7.3772514057e-312,7.377251406094e-312,7.37725140649e-312,7.377251406885e-312,7.37725140728e-312,7.377251407675e-312,7.37725140807e-312
7646,2.0,7.37725140886e-312,7.377251409256e-312,7.37725140965e-312,7.377251410047e-312,7.37725141044e-312,7.377251410837e-312,7.377251411233e-312,7.37725141163e-312,7.377251412023e-312
7647,2.0,7.377251412814e-312,7.37725141321e-312,7.377251413604e-312,7.377251414e-312,7.377251414395e-312,7.37725141479e-312,7.377251415185e-312,7.37725141558e-312,7.377251415976e-312
7648,2.0,7.377251416766e-312,7.37725141716e-312,7.377251417557e-312,7.37725141795e-312,7.377251418347e-312,7.37725141874e-312,7.37725141914e-312,7.377251419533e-312,7.37725141993e-312
7649,2.0,7.37725142072e-312,7.377251421114e-312,7.37725142151e-312,7.377251421904e-312,7.3772514223e-312,7.377251422695e-312,7.37725142309e-312,7.377251423485e-312,7.37725142388e-312
7650,2.0,7.37725142467e-312,7.377251425066e-312,7.37725142546e-312,7.377251425857e-312,7.37725142625e-312,7.377251426647e-312,7.377251427043e-312,7.37725142744e-312,7.377251427833e-312
7651,2.0,7.377251428624e-312,7.37725142902e-312,7.377251429414e-312,7.37725142981e-312,7.377251430205e-312,7.3772514306e-312,7.377251430995e-312,7.37725143139e-312,7.377251431786e-312
7652,2.0,7.377251432576e-312,7.37725143297e-312,7.377251433367e-312,7.37725143376e-312,7.377251434157e-312,7.37725143455e-312,7.37725143495e-312,7.377251435343e-312,7.37725143574e-312
7653,2.0,7.37725143653e-312,7.377251436924e-312,7.37725143732e-312,7.377251437714e-312,7.37725143811e-312,7.377251438505e-312,7.3772514389e-312,7.377251439295e-312,7.37725143969e-312
7654,2.0,7.37725144048e-312,7.377251440876e-312,7.37725144127e-312,7.377251441667e-312,7.37725144206e-312,7.377251442457e-312,7.377251442853e-312,7.37725144325e-312,7.377251443643e-312
7655,2.0,7.377251444434e-312,7.37725144483e-312,7.377251445224e-312,7.37725144562e-312,7.377251446015e-312,7.37725144641e-312,7.377251446805e-312,7.3772514472e-312,7.377251447596e-312
7656,2.0,7.377251448386e-312,7.37725144878e-312,7.377251449177e-312,7.37725144957e-312,7.377251449967e-312,7.377251450363e-312,7.37725145076e-312,7.377251451153e-312,7.37725145155e-312
7657,2.0,7.37725145234e-312,7.377251452734e-312,7.37725145313e-312,7.377251453525e-312,7.37725145392e-312,7.377251454315e-312,7.37725145471e-312,7.377251455106e-312,7.3772514555e-312
7658,2.0,7.37725145629e-312,7.377251456687e-312,7.37725145708e-312,7.377251457477e-312,7.37725145787e-312,7.37725145827e-312,7.377251458663e-312,7.37725145906e-312,7.377251459453e-312
7659,2.0,7.377251460244e-312,7.37725146064e-312,7.377251461034e-312,7.37725146143e-312,7.377251461825e-312,7.37725146222e-312,7.377251462615e-312,7.37725146301e-312,7.377251463406e-312
7660,2.0,7.377251464196e-312,7.37725146459e-312,7.377251464987e-312,7.37725146538e-312,7.377251465777e-312,7.377251466173e-312,7.37725146657e-312,7.377251466963e-312,7.37725146736e-312
7661,2.0,7.37725146815e-312,7.377251468544e-312,7.37725146894e-312,7.377251469335e-312,7.37725146973e-312,7.377251470125e-312,7.37725147052e-312,7.377251470916e-312,7.37725147131e-312
7662,2.0,7.3772514721e-312,7.377251472497e-312,7.37725147289e-312,7.377251473287e-312,7.37725147368e-312,7.37725147408e-312,7.377251474473e-312,7.37725147487e-312,7.377251475263e-312
7663,2.0,7.377251476054e-312,7.37725147645e-312,7.377251476844e-312,7.37725147724e-312,7.37725147795e-312,7.377251478346e-312,7.37725147874e-312,7.377251479137e-312,7.37725147953e-312
7664,2.0,7.377251480323e-312,7.37725148072e-312,7.377251481113e-312,7.37725148151e-312,7.377251481904e-312,7.3772514823e-312,7.377251482694e-312,7.37725148309e-312,7.377251483485e-312
7665,2.0,7.377251484275e-312,7.37725148467e-312,7.377251485066e-312,7.37725148546e-312,7.377251485856e-312,7.37725148625e-312,7.377251486647e-312,7.37725148704e-312,7.377251487437e-312
7666,2.0,7.37725148823e-312,7.377251488623e-312,7.37725148902e-312,7.377251489413e-312,7.37725148981e-312,7.377251490204e-312,7.3772514906e-312,7.377251490994e-312,7.37725149139e-312
7667,2.0,7.37725149218e-312,7.377251492575e-312,7.37725149297e-312,7.377251493366e-312,7.37725149376e-312,7.377251494157e-312,7.37725149455e-312,7.377251494947e-312,7.37725149534e-312
7668,2.0,7.377251496133e-312,7.37725149653e-312,7.377251496923e-312,7.37725149732e-312,7.377251497714e-312,7.37725149811e-312,7.377251498504e-312,7.3772514989e-312,7.377251499295e-312
7669,2.0,7.377251500085e-312,7.37725150048e-312,7.377251500876e-312,7.37725150127e-312,7.377251501666e-312,7.37725150206e-312,7.377251502457e-312,7.37725150285e-312,7.377251503247e-312
7670,2.0,7.37725150404e-312,7.377251504433e-312,7.37725150483e-312,7.377251505224e-312,7.37725150562e-312,7.377251506014e-312,7.37725150641e-312,7.377251506805e-312,7.3772515072e-312
7671,2.0,7.37725150799e-312,7.377251508386e-312,7.37725150878e-312,7.377251509176e-312,7.37725150957e-312,7.377251509967e-312,7.37725151036e-312,7.377251510757e-312,7.37725151115e-312
7672,2.0,7.377251511943e-312,7.37725151234e-312,7.377251512733e-312,7.37725151313e-312,7.377251513524e-312,7.37725151392e-312,7.377251514314e-312,7.37725151471e-312,7.377251515105e-312
7673,2.0,7.377251515895e-312,7.37725151629e-312,7.377251516686e-312,7.37725151708e-312,7.377251517476e-312,7.37725151787e-312,7.377251518267e-312,7.37725151866e-312,7.377251519057e-312
7674,2.0,7.37725151985e-312,7.377251520243e-312,7.37725152064e-312,7.377251521034e-312,7.37725152143e-312,7.377251521824e-312,7.37725152222e-312,7.377251522615e-312,7.37725152301e-312
