RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.05700934579439253,5.514e-321,1.1507869662733e-311,6.839e-320,1.1507869663524e-311,5.51e-321,1.1507869662733e-311,6.839e-320,1.150786966368e-311,1.18831764839e-312
72.65093457943925,6.839e-320,1.150786966384e-311,5.415e-321,1.1507869662733e-311,6.839e-320,1.1507869664e-311,2e-323,1.1507869662733e-311,0.0
1.5183654205607477,1.14587772736e-312,0.0,0.0,1.69759690604e-313,4.4561914343e-313,4.99e-321,1.1507869664314e-311,6.839e-320,1.150786966147e-311
8.95696261682243,1.1507869664907e-311,1.1507869664314e-311,5.81e-321,0.0,6.8394e-320,0.0,5.776e-321,0.0,6.8394e-320
1.444906542056075,1.12465777498e-312,0.0,6.8394e-320,1.1507869665105e-311,5.583e-321,0.0,6.8394e-320,1.1507869665263e-311,5.59e-321
2.684532710280374,1.188317711334e-312,1.150786966542e-311,5.593e-321,0.0,6.8394e-320,1.150786966558e-311,5.6e-321,0.0,6.8394e-320
72.65093457943925,5.603e-321,0.0,1.018558048057e-312,1.1507869665895e-311,5.61e-321,0.0,6.8394e-320,1.1507869666053e-311,5.627e-321
1.444906542056075,6.8394e-320,1.150786966621e-311,1.039777943195e-312,0.0,6.8394e-320,1.150786966637e-311,5.613e-321,0.0,6.8394e-320
72.65093457943925,5.52e-321,0.0,1.124657837605e-312,1.1507869666686e-311,5.514e-321,0.0,6.8394e-320,1.1507869666844e-311,5.51e-321
2.684532710280374,6.8394e-320,1.1507869667e-311,1.18831764839e-312,0.0,6.8394e-320,1.150786966716e-311,5.415e-321,0.0,6.8394e-320
8.95696261682243,4.99e-321,0.0,6.8394e-320,1.1507869667476e-311,2e-323,1.150786966787e-311,1.150786983617e-311,1.1507869794984e-311,1.150786965882e-311
0.17504672897196263,2e-323,1.150786966811e-311,1.1507869835656e-311,1.150786979463e-311,1.1507869658464e-311,1.1507869664314e-311,5.405e-321,1.150786966803e-311,6.84e-320
0.4970560747663551,5e-324,1.1507173917475e-311,1.1507869827435e-311,1.150786966803e-311,0.0,1.150786982882e-311,0.0,8.4879858827e-314,4.4561914343e-313
1.5183654205607477,1.150786966886e-311,1.1507869668425e-311,1.2e-322,1.150611875357e-311,1.188317642945e-312,1.039777937835e-312,1.060998169e-313,1.6975969063e-313,5.583e-321
0.4970560747663551,6.847e-320,0.0,5.59e-321,1.1507869684353e-311,6.847e-320,1.1507869669136e-311,1.188317648533e-312,1.1507869684353e-311,6.847e-320
0.4970560747663551,5.6e-321,1.1507869684353e-311,6.847e-320,1.150786966945e-311,5.603e-321,1.1507869684353e-311,1.03977800604e-312,1.150786966961e-311,5.61e-321
2.7803738317757007,6.847e-320,1.150786966977e-311,5.627e-321,1.1507869684353e-311,6.847e-320,1.1507869669927e-311,1.12465776933e-312,1.150611875357e-311,5e-324
2.7803738317757007,1.060998169e-313,1.6975969063e-313,1.2e-322,1.150714782923e-311,5e-324,0.0,1.9097964854e-313,3.39519353906e-313,5.583e-321
1.444906542056075,6.843e-320,0.0,5.59e-321,1.15078696723e-311,6.843e-320,1.1507869670717e-311,5.593e-321,1.15078696723e-311,1.06099796391e-312
13.407850467289718,5.6e-321,1.15078696723e-311,6.843e-320,1.1507869671033e-311,5.603e-321,1.15078696723e-311,6.843e-320,1.150786967119e-311,1.06099790109e-312
0.4970560747663551,6.843e-320,1.150786967135e-311,5.627e-321,1.15078696723e-311,6.843e-320,1.150786967151e-311,1.2e-322,1.150714782923e-311,1.124657769217e-312
0.4970560747663551,1.9097964854e-313,3.39519353906e-313,1.2e-322,1.150714643952e-311,5e-324,0.0,3.60739311816e-313,4.45619143454e-313,1.188317643044e-312
2.7803738317757007,1.150714643952e-311,5e-324,1.9097964854e-313,4.45619143454e-313,1.2e-322,1.150714782923e-311,5e-324,0.0,1.9097964854e-313
2.7803738317757007,1.145877732744e-312,1.15078696723e-311,6.843e-320,1.1507869671666e-311,5.613e-321,1.15078696723e-311,6.843e-320,1.150786967277e-311,5.52e-321
1.5183654205607477,1.06099796391e-312,1.150786967293e-311,5.514e-321,1.15078696723e-311,6.843e-320,1.150786967309e-311,5.51e-321,1.15078696723e-311,6.843e-320
13.407850467289718,1.12465777466e-312,1.15078696723e-311,6.843e-320,1.1507869673405e-311,1.2e-322,1.150714782923e-311,5e-324,0.0,1.9097964854e-313
13.407850467289718,1.18831764306e-312,1.1506118801e-311,5e-324,0.0,4.88059059273e-313,5.9415884882e-313,5.583e-321,1.15078696753e-311,6.844e-320
2.7803738317757007,5.59e-321,1.15078696753e-311,1.0185580481e-312,1.1507869674195e-311,5.593e-321,1.15078696753e-311,6.844e-320,1.1507869674353e-311,5.6e-321
0.05700934579439253,6.844e-320,1.150786967451e-311,1.082217858995e-312,1.15078696753e-311,6.844e-320,1.150786967467e-311,5.61e-321,1.15078696753e-311,6.844e-320
13.407850467289718,5.627e-321,1.15078696753e-311,1.12465783765e-312,1.1507869674986e-311,1.2e-322,1.1506118801e-311,5e-324,0.0,4.88059059273e-313
2.7803738317757007,1.2e-322,1.1506118801e-311,1.188317642945e-312,1.082217853654e-312,4.88059059273e-313,5.9415884882e-313,5.62e-321,1.15078696753e-311,6.844e-320
2.7803738317757007,5.613e-321,1.15078696753e-311,6.844e-320,1.1507869675776e-311,1.10343781682e-312,1.15078696753e-311,6.844e-320,1.1507869675934e-311,5.514e-321
0.05700934579439253,6.844e-320,1.1507869676093e-311,5.51e-321,1.15078696753e-311,1.08221792183e-312,1.150786967625e-311,5.45e-321,1.15078696753e-311,6.844e-320
0.17504672897196263,0.0,1.1507869676804e-311,0.0,5e-324,1.1507869676923e-311,1.15078696723e-311,1.2e-322,1.1506118801e-311,5e-324
13.407850467289718,4.88059059273e-313,5.9415884882e-313,5.583e-321,1.150786968111e-311,1.188317711403e-312,0.0,5.59e-321,1.150786968111e-311,6.8463e-320
1.444906542056075,5.593e-321,1.150786968111e-311,6.8463e-320,1.1507869677357e-311,5.6e-321,1.150786968111e-311,1.188317711403e-312,1.1507869677515e-311,5.603e-321
0.05700934579439253,6.8463e-320,1.1507869677674e-311,5.61e-321,1.150786968111e-311,6.8463e-320,1.150786967783e-311,1.08221785902e-312,1.150786968111e-311,6.8463e-320
2.7803738317757007,1.2e-322,1.1507169630566e-311,5e-324,0.0,6.1537880673e-313,9.97338049105e-313,1.124657774795e-312,1.150786967977e-311,6.846e-320
72.65093457943925,5.59e-321,1.150786967977e-311,6.846e-320,1.1507869678543e-311,5.593e-321,1.150786967977e-311,1.1883177114e-312,1.15078696787e-311,5.6e-321
0.05700934579439253,6.846e-320,1.150786967886e-311,5.603e-321,1.150786967977e-311,6.846e-320,1.1507869679017e-311,5.61e-321,1.150786967977e-311,1.06099796394e-312
8.95696261682243,5.627e-321,1.150786967977e-311,6.846e-320,1.1507869679334e-311,5e-324,1.150786967973e-311,1.1508070876264e-311,1.18831764304e-312,1.150806923462e-311
0.05700934579439253,0.0,1.018558007015e-312,1.16709771238e-312,5.647e-321,1.150786967977e-311,6.846e-320,1.150786967949e-311,5.62e-321,1.150786967977e-311
1.444906542056075,1.1507869680006e-311,5.613e-321,1.150786967977e-311,6.846e-320,1.1507869680164e-311,5.52e-321,1.150786967977e-311,6.846e-320,1.150786968032e-311
2.684532710280374,1.150786967977e-311,6.846e-320,1.150786968048e-311,5.51e-321,1.150786967977e-311,6.846e-320,1.150786968064e-311,5.45e-321,1.150786967977e-311
0.05700934579439253,1.1507869680796e-311,1.1e-322,1.1507869678306e-311,1.150786967977e-311,5e-324,6.1537880673e-313,1.18831767029e-312,1.2e-322,1.1507169630566e-311
0.17504672897196263,1.103437811564e-312,6.1537880673e-313,9.97338049105e-313,5.62e-321,1.150786968111e-311,6.8463e-320,1.150786967815e-311,5.613e-321,1.150786968111e-311
0.05700934579439253,1.1507869681587e-311,1.18831764846e-312,1.150786968111e-311,6.8463e-320,1.1507869681745e-311,5.514e-321,1.150786968111e-311,6.8463e-320,1.1507869681903e-311
8.95696261682243,1.150786968111e-311,1.103437879765e-312,1.150786968206e-311,5.45e-321,1.150786968111e-311,6.8463e-320,1.150786968222e-311,1.1506118801e-311,1.150786968111e-311
8.95696261682243,1.18831767029e-312,1.1507869682535e-311,1.01855797967e-312,0.0,1.150786968285e-311,0.0,5e-324,1.150786968297e-311,1.1507869682693e-311
0.4970560747663551,1.1506118801e-311,1.188317642945e-312,1.124657769473e-312,4.88059059273e-313,5.9415884882e-313,1.1506118801e-311,1.150786968111e-311,4.88059059273e-313,1.18831767029e-312
1.444906542056075,5e-324,0.0,1.1507869683563e-311,0.0,5e-324,1.150786968368e-311,1.1507869683405e-311,5e-324,1.15078696838e-311
1.5183654205607477,5e-324,1.150786968392e-311,1.15078696723e-311,1.124657769296e-312,1.150609082566e-311,1.150786968384e-311,1.150786968372e-311,1.9097964854e-313,1.18831767029e-312
2.684532710280374,1.150786968396e-311,6.8463e-320,1.1507869673563e-311,1.124657769296e-312,1.1507869670243e-311,1.150786968384e-311,1.150786968372e-311,1.060998169e-313,1.2095376282e-312
0.4970560747663551,1.150611875357e-311,5e-324,0.0,1.060998169e-313,1.6975969063e-313,5.62e-321,1.1507869684353e-311,6.847e-320,1.1507869670085e-311
0.4970560747663551,1.1507869684353e-311,6.847e-320,1.150786968483e-311,5.52e-321,1.1507869684353e-311,1.14587779559e-312,1.1507869684986e-311,5.514e-321,1.1507869684353e-311
72.65093457943925,1.1507869685144e-311,5.51e-321,1.1507869684353e-311,6.847e-320,1.15078696853e-311,1.12465777466e-312,1.1507869684353e-311,6.847e-320,1.150786968546e-311
2.7803738317757007,1.1507869685855e-311,1.1507869684353e-311,1.2e-322,1.150714643952e-311,5e-324,1.12465776949e-312,1.69759690634e-313,2.5463952227e-313,1.2e-322
13.407850467289718,5e-324,0.0,2.7585948018e-313,3.6073931182e-313,1.1506113593785e-311,0.0,0.0,2.7585948018e-313,3.6073931182e-313
0.4970560747663551,1.1506113593785e-311,5e-324,0.0,2.7585948018e-313,3.6073931182e-313,1.1506113593785e-311,0.0,0.0,2.7585948018e-313
1.444906542056075,5e-324,1.150786968708e-311,1.1507869686804e-311,1.2e-322,1.1506113593785e-311,5e-324,1.18831764294e-312,2.7585948018e-313,3.6073931182e-313
0.4970560747663551,0.0,0.0,2.7585948018e-313,3.6073931182e-313,1.2e-322,1.1506113593785e-311,5e-324,1.12465776949e-312,2.7585948018e-313
1.5183654205607477,1.1506113593785e-311,0.0,0.0,2.7585948018e-313,3.6073931182e-313,5e-324,1.150786968807e-311,1.150786968779e-311,1.14587772724e-312
1.444906542056075,5e-324,0.0,2.7585948018e-313,3.6073931182e-313,1.1506113593785e-311,0.0,0.0,2.7585948018e-313,3.6073931182e-313
0.05700934579439253,1.1506113593785e-311,5e-324,0.0,2.7585948018e-313,3.6073931182e-313,1.1506113593785e-311,0.0,0.0,2.7585948018e-313
0.4970560747663551,5e-324,1.1507869689057e-311,1.150786968878e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,2.7585948018e-313,3.6073931182e-313
0.4970560747663551,0.0,0.0,2.7585948018e-313,3.6073931182e-313,1.2e-322,1.1506113593785e-311,5e-324,0.0,2.7585948018e-313
2.7803738317757007,1.1506113593785e-311,0.0,0.0,2.7585948018e-313,3.6073931182e-313,5e-324,1.1507869690045e-311,1.150786968977e-311,0.0
13.407850467289718,1.12465776949e-312,1.188317643207e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,1.18831764294e-312,1.145877727383e-312,2.8e-322,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,1.12465776949e-312,1.018557979935e-312,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,1.18831764294e-312,1.167097685293e-312,2.4e-322,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,1.12465776949e-312,1.060997895754e-312,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,1.18831764294e-312,1.167097685293e-312,2.5e-322,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,2.45e-321,-1.2605471836748e-310,4.0474e-320,4.0474e-320,1.150782169224e-311,1.150786969289e-311
72.65093457943925,1.1507869990714e-311,6.918e-320,1.150786999166e-311,1.18831764839e-312,1.1507869990714e-311,6.918e-320,1.150786969289e-311,1.150786998941e-311,1.1507869990714e-311
0.05700934579439253,1.150716565638e-311,5e-324,0.0,1.69759690777e-313,3.18299396144e-313,1.145877732704e-312,1.1507869697397e-311,6.9214e-320,0.0
1.5183654205607477,1.1507869697397e-311,6.9214e-320,1.1507869693523e-311,5.593e-321,1.1507869697397e-311,1.167097754245e-312,1.150786969368e-311,5.6e-321,1.1507869697397e-311
13.407850467289718,1.150786969384e-311,5.603e-321,1.1507869697397e-311,6.9214e-320,1.1507869693997e-311,1.12465777482e-312,1.1507869697397e-311,6.9214e-320,1.1507869694156e-311
8.95696261682243,1.1507869697397e-311,6.9214e-320,1.1507869694314e-311,1.2e-322,1.1506140954745e-311,1.188317642945e-312,1.167097685293e-312,3.60739311964e-313,5.0927901733e-313
0.4970560747663551,1.1507869695974e-311,6.921e-320,0.0,5.59e-321,1.1507869695974e-311,6.921e-320,1.1507869694867e-311,1.018557985256e-312,1.1507869695974e-311
0.17504672897196263,1.1507869695025e-311,5.6e-321,1.1507869695974e-311,6.921e-320,1.1507869695183e-311,5.603e-321,1.1507869695974e-311,1.18831771215e-312,1.150786969534e-311
0.17504672897196263,1.1507869695974e-311,6.921e-320,1.15078696955e-311,5.627e-321,1.1507869695974e-311,6.921e-320,1.150786969566e-311,1.12465776931e-312,6.9524185202528e-310
0.4970560747663551,0.0,5.3049897524e-313,6.3659876479e-313,1e-322,6.9524185202528e-310,0.0,0.0,5.3049897524e-313,6.3659876479e-313
1.444906542056075,1.1507869695974e-311,6.921e-320,1.1507869695816e-311,5.613e-321,1.1507869695974e-311,6.921e-320,1.150786969645e-311,5.52e-321,1.1507869695974e-311
0.05700934579439253,1.1507869696606e-311,5.514e-321,1.1507869695974e-311,6.921e-320,1.1507869696764e-311,5.51e-321,1.1507869695974e-311,6.921e-320,1.150786969692e-311
8.95696261682243,1.1507869695974e-311,6.921e-320,1.150786969708e-311,1.1e-322,1.150786969463e-311,1.1507869695974e-311,5e-324,3.60739311964e-313,6.578187227e-313
2.684532710280374,1.1506140954745e-311,5e-324,0.0,3.60739311964e-313,5.0927901733e-313,5.62e-321,1.1507869697397e-311,6.9214e-320,1.150786969447e-311
0.4970560747663551,1.1507869697397e-311,6.9214e-320,1.150786969787e-311,5.52e-321,1.1507869697397e-311,6.9214e-320,1.150786969803e-311,5.514e-321,1.1507869697397e-311
2.7803738317757007,1.1507869698187e-311,1.18831764845e-312,1.1507869697397e-311,6.9214e-320,1.1507869698345e-311,5.45e-321,1.1507869697397e-311,6.9214e-320,1.1507869698503e-311
1.5183654205607477,1.1507869697397e-311,0.0,1.69759690777e-313,6.578187227e-313,5.583e-321,1.1507869700124e-311,6.9224e-320,0.0,5.59e-321
2.684532710280374,6.9224e-320,1.1507869699017e-311,1.018557985256e-312,1.1507869700124e-311,6.9224e-320,1.1507869699175e-311,5.6e-321,1.1507869700124e-311,6.9224e-320
72.65093457943925,5.603e-321,1.1507869700124e-311,1.209537670074e-312,1.150786969949e-311,5.61e-321,1.1507869700124e-311,6.9224e-320,1.150786969965e-311,5.627e-321
8.95696261682243,6.9224e-320,1.150786969981e-311,1.12465776931e-312,6.95241852319504e-310,0.0,0.0,7.2147859643e-313,7.85138470157e-313,1e-322
8.95696261682243,0.0,0.0,7.2147859643e-313,7.85138470157e-313,5.62e-321,1.1507869700124e-311,6.9224e-320,1.1507869699966e-311,5.613e-321
1.444906542056075,6.9224e-320,1.15078697006e-311,5.52e-321,1.1507869700124e-311,1.103437880525e-312,1.1507869700756e-311,5.514e-321,1.1507869700124e-311,6.9224e-320
2.684532710280374,5.51e-321,1.1507869700124e-311,6.9224e-320,1.1507869701072e-311,1.2095376063e-312,1.1507869700124e-311,6.9224e-320,1.150786970123e-311,1.150786969882e-311
0.4970560747663551,1.2e-322,1.150628938345e-311,5e-324,0.0,1.6975969078e-313,2.3341956451e-313,5.583e-321,1.15078697055e-311,6.9253e-320
0.05700934579439253,5.59e-321,1.150786970297e-311,6.9243e-320,1.1507869701863e-311,1.188317648533e-312,1.150786970297e-311,6.9243e-320,1.150786970202e-311,5.6e-321
1.444906542056075,6.9243e-320,1.150786970218e-311,5.603e-321,1.150786970297e-311,6.9243e-320,1.1507869702337e-311,1.18831764855e-312,1.150786970297e-311,6.9243e-320
2.7803738317757007,5.627e-321,1.150786970297e-311,6.9243e-320,1.1507869702654e-311,1.2e-322,1.1507147872547e-311,1.209537600855e-312,2.8e-322,2.7585948033e-313
72.65093457943925,1.2e-322,1.1507147872547e-311,5e-324,0.0,2.7585948033e-313,4.0317922779e-313,1.145877732744e-312,1.150786970297e-311,6.9243e-320
1.444906542056075,5.613e-321,1.150786970297e-311,6.9243e-320,1.1507869703444e-311,5.59e-321,1.150786970471e-311,1.188317712194e-312,0.0,5.593e-321
0.05700934579439253,6.9253e-320,1.150786970376e-311,5.6e-321,1.150786970471e-311,6.9253e-320,1.150786970392e-311,5.603e-321,1.150786970471e-311,1.060997964736e-312
0.4970560747663551,5.61e-321,1.150786970471e-311,6.9253e-320,1.1507869704235e-311,5.627e-321,1.150786970471e-311,6.9253e-320,1.1507869704393e-311,1.01855797976e-312
2.684532710280374,0.0,0.0,4.66839101517e-313,5.51718933156e-313,1e-322,6.9524185228385e-310,0.0,0.0,4.66839101517e-313
8.95696261682243,5.62e-321,1.150786970471e-311,6.9253e-320,1.150786970455e-311,5.613e-321,1.150786970471e-311,6.9253e-320,1.1507869705183e-311,1.188317642955e-312
13.407850467289718,5e-323,1.150786970471e-311,2.7585948033e-313,5.51718933156e-313,5.52e-321,1.15078697055e-311,6.9253e-320,1.15078697036e-311,5.514e-321
13.407850467289718,1.145877796374e-312,1.1507869705736e-311,5.51e-321,1.15078697055e-311,6.9253e-320,1.1507869705895e-311,5.45e-321,1.15078697055e-311,6.9253e-320
0.4970560747663551,1.150628938345e-311,1.15078697055e-311,0.0,1.6975969078e-313,5.51718933156e-313,5.583e-321,1.1507869707673e-311,6.9263e-320,0.0
0.05700934579439253,1.1507869707673e-311,1.188317712204e-312,1.1507869706567e-311,5.593e-321,1.1507869707673e-311,6.9263e-320,1.1507869706725e-311,5.6e-321,1.1507869707673e-311
72.65093457943925,1.1507869706883e-311,1.018557985266e-312,1.1507869707673e-311,6.9263e-320,1.150786970704e-311,5.61e-321,1.1507869707673e-311,6.9263e-320,1.15078697072e-311
2.7803738317757007,1.1507869707673e-311,1.145877796384e-312,1.1507869707357e-311,1e-322,6.95241852319504e-310,0.0,0.0,6.15378806885e-313,6.79038680614e-313
0.17504672897196263,6.95241852319504e-310,0.0,1.03977793784e-312,6.15378806885e-313,6.79038680614e-313,5.62e-321,1.1507869707673e-311,6.9263e-320,1.1507869707515e-311
1.5183654205607477,1.1507869707673e-311,6.9263e-320,1.1507869708148e-311,1.060997901e-312,1.1507869707673e-311,6.9263e-320,1.1507869708306e-311,5.514e-321,1.1507869707673e-311
13.407850467289718,1.1507869708464e-311,5.51e-321,1.1507869707673e-311,1.039778006836e-312,1.150786970862e-311,5.45e-321,1.1507869707673e-311,6.9263e-320,1.150786970878e-311
0.17504672897196263,1.1507869707673e-311,1.2e-322,1.150717278073e-311,1.145877727126e-312,1.103437811544e-312,1.69759690787e-313,4.24399185703e-313,5.583e-321,1.150786971052e-311
13.407850467289718,0.0,5.59e-321,1.150786971052e-311,1.188317712223e-312,1.150786970941e-311,5.593e-321,1.150786971052e-311,6.9283e-320,1.150786970957e-311
1.5183654205607477,1.150786971052e-311,6.9283e-320,1.150786970973e-311,5.603e-321,1.150786971052e-311,1.145877796404e-312,1.1507869709887e-311,5.61e-321,1.150786971052e-311
72.65093457943925,1.1507869710045e-311,5.627e-321,1.150786971052e-311,6.9283e-320,1.1507869710203e-311,1.03977793769e-312,1.150611356406e-311,5e-324,0.0
1.5183654205607477,5.5171893316e-313,1.2e-322,1.150611356406e-311,5e-324,0.0,4.6683910152e-313,5.5171893316e-313,5.62e-321,1.150786971052e-311
13.407850467289718,1.150786971036e-311,5.613e-321,1.150786971052e-311,6.9283e-320,1.1507869710993e-311,1.18831764846e-312,1.150786971052e-311,6.9283e-320,1.150786971115e-311
0.17504672897196263,1.150786971052e-311,6.9283e-320,1.150786971131e-311,5.51e-321,1.150786971052e-311,6.9283e-320,1.150786971147e-311,1.018557985113e-312,1.150786971052e-311
2.684532710280374,1.1507869711626e-311,1.150717278073e-311,1.150786971052e-311,0.0,1.69759690787e-313,5.5171893316e-313,1.188317648523e-312,1.1507869713246e-311,6.9293e-320
0.05700934579439253,5.59e-321,1.1507869713246e-311,6.9293e-320,1.150786971214e-311,5.593e-321,1.1507869713246e-311,6.9293e-320,1.15078697123e-311,1.06099790108e-312
8.95696261682243,6.9293e-320,1.1507869712456e-311,5.603e-321,1.1507869713246e-311,6.9293e-320,1.1507869712614e-311,5.61e-321,1.1507869713246e-311,1.060997964775e-312
1.5183654205607477,5.627e-321,1.1507869713246e-311,6.9293e-320,1.150786971293e-311,1e-322,6.95241852319504e-310,0.0,0.0,6.1537880689e-313
72.65093457943925,1e-322,6.95241852319504e-310,0.0,0.0,6.1537880689e-313,6.7903868062e-313,5.62e-321,1.1507869713246e-311,1.188317712233e-312
1.444906542056075,5.613e-321,1.1507869713246e-311,6.9293e-320,1.150786971372e-311,5.52e-321,1.1507869713246e-311,6.9293e-320,1.150786971388e-311,5.514e-321
2.684532710280374,1.145877796414e-312,1.1507869714037e-311,5.51e-321,1.1507869713246e-311,6.9293e-320,1.1507869714195e-311,5.45e-321,1.1507869713246e-311,6.9293e-320
13.407850467289718,1.150786971194e-311,1.1507869713246e-311,2e-323,1.1507869714827e-311,1.1507869693207e-311,1.1507869701547e-311,1.1507869709096e-311,1.150786971467e-311,0.0
8.95696261682243,0.0,0.0,1.1507869715183e-311,0.0,0.0,1.15078697153e-311,0.0,5e-324,1.150786971542e-311
0.05700934579439253,0.0,1.150786971554e-311,0.0,2e-323,1.1507869715657e-311,1.150786998941e-311,1.150786969882e-311,1.150786970637e-311,1.150786971194e-311
0.17504672897196263,1.1507869715894e-311,1.1507869990714e-311,1.1507869700124e-311,1.1507869707673e-311,1.1507869713246e-311,1.1507869715104e-311,1.150786971534e-311,0.0,1.150786971558e-311
0.17504672897196263,0.0,1.150786971546e-311,1.082217858975e-312,1.1507869717436e-311,6.931e-320,0.0,5.59e-321,1.1507869717436e-311,6.931e-320
0.05700934579439253,5.593e-321,1.1507869717436e-311,1.145877796434e-312,1.1507869716487e-311,5.6e-321,1.1507869717436e-311,6.931e-320,1.1507869716645e-311,5.603e-321
2.7803738317757007,6.931e-320,1.1507869716804e-311,1.18831764855e-312,1.1507869717436e-311,6.931e-320,1.150786971696e-311,5.627e-321,1.1507869717436e-311,6.931e-320
1.444906542056075,1.2e-322,1.150639354324e-311,5e-324,1.1458777274e-312,1.909796487e-313,3.1829939616e-313,1.2e-322,1.150639354324e-311,5e-324
2.684532710280374,1.909796487e-313,3.1829939616e-313,5.62e-321,1.1507869717436e-311,1.082217922705e-312,1.150786971728e-311,5.613e-321,1.1507869717436e-311,6.931e-320
0.17504672897196263,5.52e-321,1.1507869717436e-311,6.931e-320,1.150786971807e-311,1.145877732635e-312,1.1507869717436e-311,6.931e-320,1.1507869718226e-311,5.51e-321
8.95696261682243,6.931e-320,1.1507869718385e-311,5.45e-321,1.1507869717436e-311,1.188317712253e-312,1.1507869718543e-311,5.81e-321,0.0,6.9327e-320
2.7803738317757007,1e-322,6.95241852319504e-310,0.0,0.0,1.69759690797e-313,2.33419564526e-313,1.188317648716e-312,0.0,6.9327e-320
0.17504672897196263,5.77e-321,0.0,6.9327e-320,1.1507869719254e-311,5.583e-321,1.1507869720677e-311,1.082217922725e-312,1.150786971941e-311,5.59e-321
0.05700934579439253,6.933e-320,1.150786971957e-311,5.593e-321,1.1507869720677e-311,6.933e-320,1.150786971973e-311,1.14587773272e-312,1.1507869720677e-311,6.933e-320
0.05700934579439253,5.603e-321,1.1507869720677e-311,6.933e-320,1.1507869720045e-311,5.61e-321,1.1507869720677e-311,1.188317712273e-312,1.1507869720203e-311,5.627e-321
13.407850467289718,6.933e-320,1.150786972036e-311,1e-322,6.95241852319504e-310,0.0,0.0,1.69759690797e-313,2.33419564526e-313,1.06099789558e-312
13.407850467289718,0.0,0.0,1.69759690797e-313,2.33419564526e-313,5.62e-321,1.1507869720677e-311,6.933e-320,1.150786972052e-311,1.103437816915e-312
72.65093457943925,6.933e-320,1.150786972115e-311,5.52e-321,1.1507869720677e-311,6.933e-320,1.150786972131e-311,5.514e-321,1.1507869720677e-311,1.145877796453e-312
72.65093457943925,5.51e-321,1.1507869720677e-311,6.933e-320,1.1507869721626e-311,5.45e-321,1.1507869720677e-311,6.933e-320,1.1507869721784e-311,1.188317648356e-312
0.17504672897196263,6.933e-320,1.150786972194e-311,1.14e-322,1.1507869720677e-311,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,2.33419564526e-313,4.99e-321,1.150786972226e-311,6.933e-320,1.15078697221e-311,5e-324,1.150786972285e-311,1.150786972226e-311,5.81e-321
0.05700934579439253,1.10343788064e-312,0.0,5.776e-321,0.0,6.9337e-320,1.150786972289e-311,5.77e-321,0.0,6.9337e-320
8.95696261682243,1.145877732704e-312,0.0,6.9337e-320,1.1507869723207e-311,5.59e-321,0.0,6.9337e-320,1.1507869723365e-311,5.593e-321
1.5183654205607477,1.18831771228e-312,1.1507869723523e-311,5.6e-321,0.0,6.9337e-320,1.150786972368e-311,5.603e-321,0.0,6.9337e-320
1.5183654205607477,5.61e-321,0.0,1.018558049e-312,1.1507869723997e-311,5.627e-321,0.0,6.9337e-320,1.1507869724155e-311,5.62e-321
13.407850467289718,6.9337e-320,1.1507869724313e-311,1.124657774824e-312,0.0,6.9337e-320,1.150786972447e-311,5.52e-321,0.0,6.9337e-320
1.444906542056075,5.514e-321,0.0,1.14587779646e-312,1.150786972479e-311,5.51e-321,0.0,6.9337e-320,1.1507869724946e-311,5.45e-321
1.444906542056075,6.9337e-320,1.1507869725104e-311,1.188317648356e-312,0.0,6.9337e-320,1.150786972526e-311,4.99e-321,0.0,6.9337e-320
1.444906542056075,5e-324,1.1507869725815e-311,1.150786972277e-311,5e-324,1.1507869725934e-311,1.150786972226e-311,5.405e-321,1.1507869725855e-311,6.934e-320
1.5183654205607477,5e-324,1.150714876898e-311,1.1507869716053e-311,1.1507869725855e-311,0.0,1.1507869717436e-311,0.0,8.487985912e-314,2.33419564526e-313
0.17504672897196263,1.150714876898e-311,1.1507869716053e-311,1.1507869725855e-311,1.15078699834e-311,1.1507869717436e-311,0.0,8.487985912e-314,2.33419564526e-313,5e-324
0.17504672897196263,1.1507869726487e-311,1.2e-322,1.150614096455e-311,5e-324,1.18831764294e-312,1.0609981708e-313,2.75859480355e-313,5.583e-321,1.1507869728305e-311
1.5183654205607477,0.0,5.59e-321,1.1507869728305e-311,6.935e-320,1.15078697272e-311,1.145877732714e-312,1.1507869728305e-311,6.935e-320,1.1507869727357e-311
1.5183654205607477,1.1507869728305e-311,6.935e-320,1.1507869727515e-311,5.603e-321,1.1507869728305e-311,1.188317712293e-312,1.1507869727673e-311,5.61e-321,1.1507869728305e-311
0.17504672897196263,1.150786972783e-311,5.627e-321,1.1507869728305e-311,6.935e-320,1.150786972799e-311,1.2e-322,1.150614096455e-311,1.01855797967e-312,0.0
